HOME_WON,H_ELO,A_ELO,H_NB_WIN,A_NB_WIN,H_PCT_3PT_L10,A_PCT_3PT_L10,H_PCT_LANCER_FRANC_L10,A_PCT_LANCER_FRANC_L10,H_PCT_TIR_REUSSI_L10,A_PCT_TIR_REUSSI_L10,H_PIE_L10,A_PIE_L10,H_assistPercentage_L10,A_assistPercentage_L10,H_assistRatio_L10,A_assistRatio_L10,H_assistToTurnover_L10,A_assistToTurnover_L10,H_defensiveRating_L10,A_defensiveRating_L10,H_effectiveFieldGoalPercentage_L10,A_effectiveFieldGoalPercentage_L10,H_estimatedDefensiveRating_L10,A_estimatedDefensiveRating_L10,H_estimatedNetRating_L10,A_estimatedNetRating_L10,H_estimatedOffensiveRating_L10,A_estimatedOffensiveRating_L10,H_estimatedPace_L10,A_estimatedPace_L10,H_estimatedTeamTurnoverPercentage_L10,A_estimatedTeamTurnoverPercentage_L10,H_netRating_L10,A_netRating_L10,H_offensiveRating_L10,A_offensiveRating_L10,H_pacePer40_L10,A_pacePer40_L10,H_pace_L10,A_pace_L10,H_trueShootingPercentage_L10,A_trueShootingPercentage_L10,H_turnoverRatio_L10,A_turnoverRatio_L10
1,1394.289424,1452.848381,5,2,0.3904,0.3369,0.7786,0.7488000000000001,0.4984999999999999,0.4570999999999999,0.5102,0.4616,0.6095,0.5666,18.99,17.15,1.6869999999999998,2.168,114.90000000000002,121.14,0.5858,0.5184,111.46,118.79,5.180000000000001,-8.0,116.65,110.77,100.596,104.372,15.669300000000002,11.8218,2.89,-8.58,117.81000000000002,112.55,82.167,85.494,98.6,102.593,0.6147,0.5529000000000001,15.820000000000002,12.0
0,1451.623743,1423.388147,8,3,0.3685,0.3677,0.8513,0.7883000000000001,0.4698,0.4931000000000001,0.5235,0.484,0.5744,0.5475,17.009999999999998,17.27,1.717,1.8270000000000004,109.02,119.29,0.5367,0.5561999999999999,106.97,117.91,5.18,-5.05,112.14,112.88,102.344,103.598,14.335399999999998,13.1901,6.510000000000001,-4.58,115.54,114.72,83.268,85.14699999999999,99.924,102.177,0.5871,0.5980000000000001,14.75,13.39
1,1602.38333,1434.743663,2,8,0.3617,0.4209,0.7483,0.8478,0.4935,0.4827,0.4906,0.5384,0.5923999999999999,0.6416000000000001,18.44,19.23,1.919,2.034,115.86,108.9,0.5598000000000001,0.5701,114.7,106.19,-4.56,9.18,110.14,115.37,101.614,100.199,13.6029,13.7205,-4.760000000000001,7.839999999999999,111.1,116.75,83.834,82.03800000000001,100.6,98.448,0.5894000000000001,0.6143000000000001,13.72,13.86
1,1365.041765,1641.513691,5,4,0.3225,0.2942,0.7761,0.7548000000000001,0.4465999999999999,0.4528999999999999,0.5138,0.5055,0.6137,0.5424,17.71,15.95,1.889,1.501,108.73,112.15,0.5211,0.5092000000000001,107.76,109.86,1.9000000000000004,-2.45,109.7,107.41,102.619,100.354,13.0425,15.323000000000002,1.5100000000000002,-1.9400000000000008,110.24,110.2,84.914,81.69699999999999,101.898,98.036,0.558,0.5477999999999998,13.13,15.72
1,1506.448384,1462.186123,4,4,0.3874,0.3477,0.7679000000000001,0.8413,0.4730999999999999,0.4658,0.4798,0.4725,0.6207,0.5711,18.610000000000003,17.450000000000003,1.7280000000000002,1.929,114.78,115.48000000000002,0.5654,0.5306,112.8,112.75,-2.47,-2.49,110.32,110.27,100.888,104.095,15.1568,13.084400000000002,-2.18,-2.6,112.60000000000002,112.88,82.417,84.658,98.9,101.589,0.594,0.5707000000000001,15.5,13.420000000000002
0,1504.679887,1515.559473,3,6,0.3271,0.3984999999999999,0.8280999999999998,0.7946000000000001,0.4502,0.4529000000000001,0.4815,0.5016,0.5378999999999999,0.5852,16.03,16.83,2.22,1.562,116.71999999999998,107.71,0.5094,0.5418000000000001,115.01,106.04,-2.53,3.94,112.48,110.0,98.65,99.826,10.9404,15.2296,-1.82,3.3599999999999994,114.88,111.08,80.776,82.21000000000001,96.933,98.653,0.5602000000000001,0.5777000000000001,11.19,15.38
0,1552.749275,1619.795593,7,3,0.3102999999999999,0.3656,0.7605,0.7545999999999999,0.4812,0.449,0.5704,0.4670999999999999,0.6093,0.6184000000000001,18.630000000000003,18.15,2.028,2.118,102.64,116.84,0.5382,0.5246000000000001,100.76,114.58,9.38,-3.1000000000000005,110.14,111.47,105.264,99.844,13.1484,12.6317,11.080000000000002,-3.3500000000000005,113.68999999999998,113.5,85.542,81.66199999999999,102.65,97.996,0.5712,0.5540999999999999,13.54,12.85
1,1373.60274,1427.86195,4,5,0.3541999999999999,0.344,0.8199,0.742,0.4521,0.4933999999999999,0.489,0.4803999999999999,0.618,0.5932999999999999,17.599999999999998,18.22,1.682,1.653,111.28,119.09,0.5174000000000001,0.5509000000000001,110.34,116.31,-3.5800000000000005,-5.790000000000001,106.77,110.53,103.397,102.38,14.6193,15.442299999999998,-2.31,-5.590000000000001,108.97,113.52,84.93499999999999,83.167,101.923,99.8,0.5627,0.5817,14.96,15.84
1,1556.767643,1558.347489,5,7,0.3576999999999999,0.3985999999999999,0.7579,0.7752,0.4533,0.4750999999999999,0.4862,0.564,0.5885,0.5619,17.07,17.1,1.843,1.832,115.9,109.42,0.549,0.5536,112.36,107.88,0.0399999999999998,10.0,112.41,117.89,97.853,97.246,12.737100000000002,13.9483,-1.7299999999999998,10.919999999999998,114.17,120.34,79.62699999999998,79.68100000000001,95.552,95.619,0.5878,0.5919,12.95,14.21
1,1388.69134,1568.389001,3,2,0.3758,0.3349,0.8106,0.7600999999999999,0.4625,0.4488999999999999,0.4746,0.4498999999999999,0.6822,0.5659,19.420000000000005,16.78,1.717,2.0699999999999994,117.14,121.04,0.5476,0.5099,115.48,119.04,-6.11,-9.41,109.37,109.61,104.646,104.852,16.293,12.0291,-6.129999999999999,-9.56,111.01000000000002,111.48,85.874,85.953,103.05,103.143,0.5825,0.547,16.54,12.23
0,1561.614664,1497.59795,5,7,0.3393,0.3495,0.7712,0.7124,0.4706,0.5179000000000001,0.4814,0.5190000000000001,0.5922000000000001,0.6513,17.56,20.24,1.832,1.989,114.3,113.62,0.5460999999999999,0.5751000000000001,113.0,113.04,-2.56,1.04,110.45,114.06000000000002,103.16799999999998,101.843,13.7767,14.8884,-2.43,2.43,111.87,116.03,84.916,83.951,101.9,100.741,0.5818,0.6037,13.95,15.139999999999995
1,1403.201655,1345.339096,1,8,0.3476,0.3792,0.7816000000000001,0.8256,0.4452,0.4831999999999999,0.4323,0.5219,0.5544,0.5720999999999999,15.79,17.43,1.5159999999999998,1.794,119.65,111.31000000000002,0.5114000000000001,0.5517999999999998,117.58,109.32,-10.25,4.319999999999999,107.31,113.62,103.066,101.808,14.552600000000002,14.1214,-9.7,5.220000000000001,109.92,116.54,84.101,83.06,100.922,99.674,0.5575,0.5968,14.91,14.48
1,1577.211508,1443.614033,3,4,0.366,0.3954,0.7664,0.7584000000000001,0.4906,0.4585999999999999,0.4923999999999999,0.4918999999999999,0.5849,0.6275000000000001,18.17,18.56,1.897,2.13,116.21,115.43,0.558,0.5397000000000001,115.0,113.27,-3.77,0.8900000000000003,111.23000000000002,114.16,100.966,99.638,13.7016,13.0345,-3.98,1.0699999999999996,112.23,116.5,83.292,81.412,99.95,97.696,0.5908,0.5696,13.82,13.31
0,1605.694033,1495.609769,4,9,0.3535,0.432,0.8407,0.8109,0.4676,0.5397000000000001,0.4716,0.5368,0.5816000000000001,0.5846,17.77,19.75,2.085,1.89,116.57,113.98,0.5327999999999999,0.6151000000000001,113.23999999999998,111.74,-2.1,8.76,111.15,120.48,103.775,101.012,12.3395,14.9064,-3.2900000000000005,7.710000000000001,113.28,121.68999999999998,84.366,82.916,101.239,99.5,0.5746,0.6430999999999999,12.63,15.04
1,1471.810235,1515.655497,6,4,0.3471,0.386,0.7666999999999999,0.7792999999999999,0.4554,0.5050000000000001,0.4873000000000001,0.4963000000000001,0.6172,0.5696,18.4,18.3,2.072,1.949,111.65,118.62,0.5344,0.5735,109.18,117.73,-0.1800000000000001,-2.81,108.97,114.95,98.056,102.724,12.5144,13.1596,-1.02,-1.7000000000000004,110.62,116.93,80.167,84.564,96.2,101.477,0.5627,0.609,12.67,13.38
1,1581.527571,1460.186903,5,5,0.3928999999999999,0.3557,0.8003,0.7773999999999999,0.5175,0.4703,0.5015000000000001,0.4958999999999999,0.5974999999999999,0.5811999999999999,19.680000000000003,17.249999999999996,2.511,1.7779999999999998,118.58,115.41,0.5875,0.5436,116.61999999999998,113.93,-1.2199999999999995,-2.29,115.39999999999998,111.65,100.65900000000002,101.194,12.7113,15.675500000000005,-1.92,-2.640000000000001,116.66,112.81000000000002,82.716,83.334,99.258,100.0,0.616,0.5795000000000001,12.85,15.860000000000005
1,1492.652858,1594.44986,6,4,0.3359999999999999,0.381,0.7841,0.7059999999999998,0.4808,0.5131,0.5192,0.5027999999999999,0.6278,0.5721,18.49,18.610000000000003,1.655,1.757,113.05000000000004,114.66,0.5416000000000001,0.5823000000000002,110.54,112.64,1.58,-0.7399999999999998,112.14,111.87,103.013,101.298,15.7959,14.7854,2.12,-0.7300000000000002,115.16,113.93000000000002,83.76500000000001,82.916,100.519,99.5,0.5833000000000002,0.605,16.220000000000002,15.02
1,1520.778007,1570.304869,4,5,0.3679,0.362,0.8150000000000001,0.7466999999999999,0.4653,0.4594999999999999,0.4803,0.4647,0.6894000000000001,0.5457,19.630000000000003,16.54,1.721,1.6310000000000002,115.94,117.06999999999998,0.5477000000000001,0.5429000000000002,114.82,115.11,-5.66,-2.88,109.16,112.21,105.06,101.903,16.387,13.8024,-4.949999999999999,-2.2700000000000005,110.99,114.82,86.333,83.2,103.6,99.841,0.5837999999999999,0.5758,16.659999999999997,14.13
1,1571.170708,1488.041906,4,8,0.3377,0.3588,0.7659,0.7314,0.4729000000000001,0.515,0.4679,0.5319,0.5671999999999999,0.6757,17.05,20.85,1.7990000000000002,2.125,115.9,112.35,0.5469,0.5747,114.73,111.93999999999998,-3.67,3.21,111.08,115.12,102.412,101.503,13.65,14.3409,-4.01,4.52,111.9,116.84,84.583,83.826,101.5,100.591,0.5821999999999999,0.6051,13.73,14.55
1,1435.158383,1386.775473,2,4,0.3195,0.3731,0.7838999999999999,0.8047000000000001,0.4368,0.4603,0.4527,0.4936,0.5706,0.6142000000000001,16.5,17.69,2.0,1.705,118.84,112.22,0.4974999999999999,0.5268,116.67,110.96,-9.02,-2.54,107.63,108.43999999999998,105.872,102.735,12.215599999999998,14.522899999999998,-9.32,-1.3199999999999998,109.52,110.9,86.66199999999999,84.185,103.993,101.023,0.5388999999999999,0.5706,12.43,14.89
1,1560.899336,1473.024739,5,6,0.3793,0.3488,0.7744,0.7722,0.4761,0.4927,0.4899999999999999,0.5286,0.6239000000000001,0.5819000000000001,18.880000000000003,17.89,1.827,1.807,114.21999999999998,110.93,0.5637000000000001,0.5586,113.18000000000002,109.26,-1.91,2.7600000000000007,111.27,112.02,100.548,97.163,14.5569,14.1638,-0.2899999999999998,3.24,113.94,114.16,82.375,79.54299999999999,98.85,95.452,0.5932999999999999,0.5957999999999999,14.93,14.45
1,1520.493475,1644.454466,5,7,0.3221,0.4014,0.7917,0.808,0.445,0.4602,0.5212999999999999,0.5077,0.6266999999999999,0.5784999999999999,17.96,17.0,1.935,1.654,107.61,107.98,0.5232,0.5494,106.56000000000002,106.66,3.390000000000001,5.4,109.99,112.08,103.11100000000002,100.05,12.978,14.7423,3.28,5.07,110.88,113.06,85.164,82.56599999999999,102.198,99.079,0.5619000000000001,0.5857,13.1,14.87
0,1595.33336,1499.745885,3,6,0.3175,0.2941,0.8356,0.7705,0.4554999999999999,0.4740999999999999,0.4826,0.5556,0.5449999999999999,0.5942000000000001,16.4,18.020000000000003,2.274,1.948,117.53,104.02,0.5124000000000001,0.5273000000000001,115.59,101.91,-2.6,6.99,112.99,108.9,98.656,105.26399999999998,10.8614,13.2526,-2.33,8.120000000000001,115.18999999999998,112.11,80.776,85.58300000000001,96.933,102.7,0.5634,0.564,11.08,13.61
1,1552.109627,1366.306306,5,6,0.3591,0.3834,0.7555000000000001,0.746,0.4962,0.4742,0.4907,0.5471999999999999,0.5868,0.5516,18.22,16.94,1.686,1.916,118.79,111.85,0.5553,0.5502999999999999,115.9,110.4,-3.75,6.889999999999999,112.15,117.29999999999998,102.534,97.389,15.018200000000002,13.406200000000002,-3.4800000000000004,7.989999999999999,115.32,119.84,83.209,79.814,99.85,95.778,0.5859000000000001,0.5848,15.420000000000002,13.669999999999998
1,1362.10099,1563.005505,6,3,0.3535,0.2894,0.792,0.7632000000000001,0.4556,0.4482000000000001,0.4917999999999999,0.4902,0.5828,0.5603999999999999,16.96,16.419999999999998,1.874,1.5710000000000002,116.38,113.55,0.5511,0.5045000000000001,113.23999999999998,111.08,0.2300000000000001,-4.93,113.48,106.15,97.568,101.142,12.4545,15.0029,-0.92,-5.130000000000001,115.46,108.41,79.46900000000001,82.459,95.361,98.95,0.5948,0.5399999999999998,12.69,15.320000000000002
0,1465.214707,1389.268026,7,4,0.3733,0.3623,0.8117999999999999,0.7797,0.4822999999999999,0.4946999999999999,0.5101999999999999,0.5086999999999999,0.5906999999999999,0.5812999999999999,17.770000000000003,18.21,1.8250000000000004,1.926,112.86,114.26999999999998,0.5496,0.5605,111.04,112.81,1.93,-0.5800000000000001,112.95,112.22,102.082,101.294,14.217899999999997,13.509800000000002,2.61,-0.4299999999999997,115.48,113.83,83.499,83.292,100.2,99.95,0.5938999999999999,0.595,14.529999999999998,13.69
0,1464.79597,1491.716549,4,4,0.3732,0.3866,0.8297000000000001,0.7758999999999999,0.4732999999999999,0.5031000000000001,0.4843,0.4926,0.584,0.5713000000000001,18.12,18.24,2.49,1.907,115.8,118.74,0.539,0.5737,112.37,118.01000000000002,0.2000000000000004,-4.039999999999999,112.57,114.01000000000002,104.12699999999998,102.101,11.5897,13.8958,-1.06,-2.08,114.73999999999998,116.67,84.616,83.831,101.539,100.598,0.5781000000000002,0.6073000000000001,11.86,14.32
1,1555.610835,1487.29354,2,4,0.3253,0.3873,0.8272999999999999,0.7579999999999999,0.4518,0.4534000000000001,0.4702999999999999,0.4834,0.5456,0.6218,16.310000000000002,18.32,2.31,2.181,119.36999999999998,116.43,0.5082000000000001,0.5291999999999999,116.95,114.21,-4.5,-0.8300000000000001,112.46,113.39,97.644,98.9,10.6865,12.5164,-4.909999999999999,-0.4300000000000004,114.45,116.01,79.85999999999999,80.70400000000001,95.833,96.846,0.5590999999999999,0.5599999999999999,10.88,12.82
1,1359.272726,1468.536555,5,2,0.3885,0.3547999999999999,0.7988000000000001,0.7778,0.5132,0.4513000000000001,0.5069,0.4499000000000001,0.5831,0.5751999999999999,19.190000000000005,16.29,2.508,1.577,118.29,119.34,0.5824,0.5205,116.14,117.9,-0.5500000000000004,-8.030000000000001,115.6,109.86,100.034,102.636,12.2393,14.5838,-1.7599999999999991,-6.970000000000001,116.54,112.34,82.256,84.059,98.706,100.872,0.6136,0.5690000000000001,12.32,14.919999999999998
1,1490.993759,1573.17792,4,3,0.3338,0.3755,0.7629,0.7041,0.4597,0.5105000000000001,0.4806999999999999,0.4939,0.5511999999999999,0.5436000000000001,16.1,17.860000000000003,1.421,1.745,114.27,115.76,0.5298,0.5769,113.01,113.02,-4.68,-1.31,108.33,111.69,101.801,101.698,16.1567,14.1766,-4.430000000000001,-1.95,109.86,113.81000000000002,83.749,82.958,100.498,99.55,0.5659,0.6006,16.39,14.410000000000002
1,1593.512959,1596.108959,6,8,0.3541999999999999,0.3979,0.7756000000000001,0.8467,0.483,0.4851000000000001,0.5113000000000001,0.5439,0.6304000000000001,0.6378999999999999,18.55,19.08,1.691,1.988,114.93000000000002,108.8,0.5459,0.5685,112.39,106.06,0.9899999999999995,9.28,113.38,115.34,103.155,100.323,15.3873,13.983299999999996,1.63,8.14,116.55,116.95,83.848,82.03800000000001,100.619,98.448,0.5881000000000001,0.6158,15.8,14.16
1,1522.669762,1567.37613,8,7,0.3626,0.3472,0.7417,0.7711,0.5213,0.4603,0.5314,0.5027,0.6639999999999999,0.5991,20.89,18.31,2.143,2.265,113.21,109.98000000000002,0.5798,0.5388000000000001,112.75,106.94,3.18,3.890000000000001,115.9,110.8,101.751,98.186,14.1992,11.5903,4.5200000000000005,2.44,117.71,112.41,83.992,80.042,100.791,96.05,0.6092,0.5649,14.419999999999998,11.739999999999998
1,1458.446465,1574.04076,5,5,0.3702,0.3847,0.8205,0.7961,0.4619,0.4997,0.4848999999999999,0.5128,0.6911,0.5984,19.53,18.73,1.7040000000000002,1.661,114.29,115.57,0.5463000000000001,0.5852,113.06000000000002,111.76000000000002,-4.180000000000001,5.249999999999998,108.87,117.01,104.76399999999998,101.264,16.3786,15.6163,-4.360000000000001,2.44,109.93,118.01000000000002,86.333,82.62599999999999,103.6,99.15,0.584,0.6172000000000001,16.559999999999995,15.74
1,1517.042115,1491.836484,5,4,0.3513,0.3517,0.7480999999999999,0.7349000000000001,0.4784,0.4467,0.4756,0.4601,0.5911000000000001,0.5595,17.75,16.51,1.828,1.6949999999999998,115.37,116.01000000000002,0.5538000000000001,0.5296000000000001,114.04,114.82,-1.94,-4.359999999999999,112.12,110.45,102.828,101.607,14.0221,13.3048,-2.56,-2.86,112.83,113.17,84.916,83.2,101.9,99.841,0.5881000000000001,0.5629000000000001,14.1,13.65
1,1517.66072,1482.328746,5,7,0.3966999999999999,0.3927,0.7846,0.7817999999999999,0.482,0.4622,0.4919,0.5079,0.6287,0.5740999999999999,19.22,17.08,1.946,1.704,114.88,107.71999999999998,0.5700999999999999,0.5492000000000001,113.6,106.23,-1.7699999999999996,5.610000000000001,111.83,111.86,101.31,100.372,14.170699999999997,14.4115,-0.4599999999999998,4.99,114.43,112.72,82.958,82.816,99.55,99.379,0.6004,0.5819000000000001,14.54,14.52
0,1609.587253,1394.208796,3,10,0.3277,0.4359,0.7708,0.8251000000000002,0.4476,0.5498000000000001,0.4744,0.5476,0.5991,0.587,17.450000000000003,20.17,2.06,1.96,117.34,114.5,0.5105999999999999,0.6258999999999999,115.4,112.04,-6.459999999999999,10.11,108.93,122.14,106.396,101.04600000000002,12.6315,14.6018,-6.49,8.860000000000001,110.85,123.36,87.11999999999999,82.875,104.543,99.45,0.5485,0.6537,12.85,14.73
0,1551.595329,1473.618921,5,6,0.3769999999999999,0.3583999999999999,0.8213000000000001,0.7649000000000001,0.5073,0.5018,0.4998,0.5344000000000001,0.5616,0.5811,18.380000000000003,18.34,2.3280000000000003,1.971,119.18,113.53,0.5718000000000001,0.5675,116.65,111.59,-2.119999999999999,3.7400000000000007,114.54,115.33,99.892,97.327,12.6464,13.290699999999998,-3.45,3.71,115.75,117.23,81.922,79.709,98.306,95.652,0.6052,0.6023,12.76,13.51
0,1540.890342,1358.838801,3,5,0.2902,0.3818,0.7602000000000001,0.7367,0.4475,0.4723,0.4894999999999999,0.532,0.5633999999999999,0.5431999999999999,16.339999999999996,16.68,1.5689999999999995,1.891,114.16,113.87,0.5057,0.5498,111.52,112.15,-4.96,4.63,106.57,116.79,101.446,97.483,14.8971,13.3169,-5.46,5.11,108.69,118.99,82.709,79.897,99.25,95.878,0.5436,0.5833,15.2,13.54
0,1566.267695,1377.525591,5,7,0.3622999999999999,0.3684999999999999,0.7412,0.7754,0.4919,0.4615999999999999,0.4899000000000001,0.5126000000000001,0.5881000000000001,0.5881000000000001,18.12,17.290000000000003,1.731,1.907,119.4,113.27,0.5494,0.5609,116.38,110.1,-3.8400000000000007,4.32,112.53,114.43,102.594,97.832,14.6145,12.523,-3.8000000000000007,3.5700000000000003,115.6,116.84,83.251,79.51,99.9,95.411,0.5806000000000001,0.6013,15.0,12.79
1,1603.364537,1607.785704,6,6,0.3139,0.3729999999999999,0.7419,0.7677999999999999,0.4779,0.4857,0.5582,0.5077999999999999,0.6165,0.6159000000000001,18.64,18.14,1.987,1.582,105.26,115.18999999999998,0.5336000000000001,0.5534000000000001,103.16,112.29,7.720000000000001,1.06,110.87,113.35,105.218,103.125,13.6731,15.6848,8.650000000000002,1.5299999999999998,113.88,116.71,85.667,83.64000000000001,102.8,100.369,0.5690999999999999,0.5937,14.02,16.130000000000003
0,1354.19036,1486.585081,3,2,0.3587,0.3669999999999999,0.7055999999999999,0.7828999999999999,0.4997999999999999,0.4590000000000001,0.4881,0.4563,0.5397000000000001,0.5796,17.5,16.68,1.8009999999999995,1.6310000000000002,114.73,122.09,0.5645,0.5319999999999999,111.98999999999998,120.36999999999998,-1.23,-8.2,110.74,112.16,102.378,101.896,13.65,14.4297,-2.18,-7.359999999999999,112.54,114.68999999999998,83.62499999999999,83.392,100.35,100.072,0.5908,0.5795999999999999,13.85,14.76
0,1586.257382,1427.725061,4,8,0.3668999999999999,0.3918999999999999,0.8034000000000001,0.8507,0.4657000000000001,0.4963000000000001,0.4913999999999999,0.5447,0.5763999999999999,0.6456,17.09,19.630000000000003,1.698,2.02,112.14,109.87,0.5302,0.5791999999999999,111.36,107.26,-2.1100000000000003,8.600000000000001,109.26000000000002,115.86,102.577,100.973,13.847699999999998,14.0822,0.0199999999999999,7.95,112.16,117.82999999999996,84.05999999999999,82.50800000000001,100.873,99.012,0.5729,0.6244999999999999,14.25,14.32
0,1518.847438,1514.036948,4,6,0.3472,0.3497,0.7474000000000001,0.7825,0.4582,0.454,0.469,0.4945,0.5683,0.6007,17.0,17.98,1.7260000000000002,2.1049999999999995,116.56,110.92,0.5385,0.5339,115.38000000000002,108.06,-3.6599999999999993,2.35,111.71,110.38,101.885,98.66,13.4596,12.2064,-1.7100000000000002,1.4200000000000004,114.87,112.33,83.28399999999999,80.376,99.941,96.45,0.5735,0.5645,13.85,12.41
1,1494.841652,1616.585249,6,5,0.2943,0.3427999999999999,0.7379,0.7593,0.4779,0.481,0.5629000000000002,0.4654,0.6051,0.5951000000000001,18.28,18.2,1.9360000000000004,1.93,104.99,118.08,0.5288999999999999,0.5508,102.67,116.71,7.6,-3.69,110.26,113.04,105.436,103.418,13.8641,13.453699999999998,8.15,-3.96,113.11,114.14,85.792,85.291,102.95,102.35,0.5652,0.5860000000000001,14.19,13.589999999999998
0,1482.446958,1577.586598,4,5,0.3353,0.3581,0.75,0.7701999999999999,0.4622,0.5072000000000001,0.4845,0.5227,0.5382,0.595,15.82,18.68,1.3809999999999998,1.893,114.21,112.33,0.5336000000000001,0.5736000000000001,112.81,110.73000000000002,-3.63,1.8600000000000008,109.18,112.58,102.691,102.076,16.410600000000002,14.4226,-3.92,1.94,110.32,114.25,84.583,83.834,101.498,100.6,0.5685,0.6069000000000001,16.58,14.62
1,1647.287221,1571.198454,8,5,0.3833,0.3147,0.7508,0.7844,0.5288999999999999,0.4448999999999999,0.5361,0.5101,0.6799999999999999,0.6174999999999999,21.380000000000003,17.64,2.1380000000000003,1.895,112.75,109.36,0.592,0.5212,111.93,108.33,4.299999999999999,1.5400000000000005,116.2,109.9,102.059,102.449,14.5965,12.9625,4.79,1.3300000000000003,117.52,110.69,84.284,84.66400000000002,101.141,101.598,0.6215,0.5609,14.75,13.07
1,1546.980918,1552.697504,5,4,0.3883,0.3998,0.7197,0.7685000000000001,0.4663,0.456,0.5304,0.4871999999999999,0.5528,0.6267,16.78,18.15,1.979,2.05,113.14,115.91,0.5476000000000001,0.5355,111.46,114.02,5.450000000000001,-1.5700000000000005,116.91,112.45,97.029,98.861,12.6841,13.8577,6.200000000000001,-1.0000000000000009,119.35,114.92,79.439,80.825,95.328,96.991,0.5797000000000001,0.569,12.94,14.170000000000002
0,1479.420381,1385.095467,3,4,0.3177999999999999,0.3756,0.7746000000000001,0.7869999999999999,0.4463,0.5025000000000001,0.4740999999999999,0.4961,0.6174999999999999,0.5692999999999999,17.910000000000004,18.2,2.162,1.838,116.67,118.68000000000002,0.5091,0.5718000000000001,115.07,117.81,-6.4,-4.089999999999999,108.66,113.77,106.012,102.71899999999998,12.3013,14.288,-6.4,-2.28,110.26999999999998,116.4,87.037,84.28999999999999,104.443,101.148,0.5456999999999999,0.6051,12.47,14.720000000000002
1,1469.24406,1555.97019,6,5,0.3551,0.3844,0.7588999999999999,0.8095000000000001,0.5005999999999999,0.5074,0.5285,0.4992,0.5699,0.5392,17.970000000000002,17.759999999999998,1.874,2.274,113.2,118.81,0.5669000000000001,0.5728,111.4,116.25,3.0100000000000007,-1.770000000000001,114.41,114.48999999999998,97.511,99.307,14.07,12.5477,2.97,-3.67,116.16,115.16,79.959,81.63900000000001,95.952,97.967,0.6005,0.6055000000000001,14.279999999999998,12.580000000000002
1,1495.923457,1485.464672,6,3,0.3858,0.3299999999999999,0.7958000000000001,0.8301000000000001,0.4789999999999999,0.4588,0.4921999999999999,0.4744,0.6258000000000001,0.5317000000000001,19.130000000000003,16.14,2.021,2.148,114.8,118.44,0.5627000000000001,0.5162000000000001,113.31,115.82,-1.34,-2.61,111.96,113.23,101.054,97.584,13.5497,11.2274,-0.1999999999999998,-3.45,114.6,114.98,82.66600000000001,79.81800000000001,99.2,95.783,0.5958,0.5654,13.91,11.41
1,1594.564992,1598.838027,8,5,0.3792999999999999,0.3677,0.8349,0.7733999999999999,0.4894999999999999,0.4628,0.555,0.4862,0.6460999999999999,0.6039,19.62,17.139999999999997,2.113,1.48,108.48,114.32,0.5678999999999998,0.5302,106.02,111.63,9.24,-1.16,115.26,110.47,100.92600000000002,104.284,13.3265,15.9037,8.940000000000001,-0.3300000000000004,117.43,113.98,82.44200000000001,84.553,98.933,101.464,0.6117999999999999,0.5754,13.57,16.4
1,1374.695131,1618.700582,10,4,0.4353999999999999,0.3711,0.8238,0.7357,0.5528000000000001,0.4934,0.5513,0.4880000000000001,0.5739,0.5906,19.79,18.32,1.846,1.813,113.04,120.96999999999998,0.63,0.5510999999999999,110.61,118.46,11.48,-4.47,122.08,113.98,101.318,102.212,14.8861,14.165,10.04,-4.19,123.08,116.78,83.167,83.209,99.8,99.85,0.6576999999999998,0.5810000000000001,15.0,14.49
0,1569.098154,1347.031639,2,7,0.2983999999999999,0.369,0.7381,0.7484999999999999,0.4412,0.4778,0.473,0.5083,0.5749000000000001,0.5686,16.1,17.330000000000002,1.457,2.156,115.9,114.91,0.5052,0.5734000000000001,113.41,111.61,-7.93,4.319999999999999,105.49,115.94,101.396,97.286,16.173099999999998,11.6811,-8.120000000000001,2.96,107.77,117.87,82.667,79.17600000000002,99.2,95.011,0.5437000000000001,0.6091999999999999,16.529999999999998,11.91
1,1581.8317,1463.940455,3,8,0.3511,0.4092,0.7375999999999999,0.7584,0.4936999999999999,0.5312,0.4887,0.5333,0.5326000000000001,0.6893,17.009999999999998,21.53,1.664,2.009,113.55,112.51,0.5590999999999999,0.6003999999999999,111.03,111.63000000000002,-0.6499999999999999,4.58,110.36,116.18,101.886,102.585,14.1852,15.311200000000005,-1.2799999999999998,5.11,112.27,117.6,83.25,84.65899999999999,99.9,101.591,0.5907000000000001,0.6305,14.400000000000002,15.48
1,1477.092138,1576.998733,5,4,0.3763999999999999,0.3676,0.8215,0.8122,0.4569999999999999,0.4712999999999999,0.4834999999999999,0.4789,0.7048,0.5841000000000001,19.74,18.16,1.754,2.593,115.55,116.41,0.5436,0.5372000000000001,113.8,112.91,-4.4,-0.05,109.39,112.85,104.22,104.399,16.298099999999998,10.8198,-5.52,-1.4100000000000006,110.03000000000002,115.0,85.833,84.82499999999999,103.0,101.789,0.5818999999999999,0.5751999999999999,16.43,11.06
